"depth","temperature","q_temperature","salinity","q_salinity","sigma_theta","q_sigma_theta","fluorescence","q_fluorescence","oxygen_mll","q_oxygen_mll","oxygen_sat","q_oxygen_sat","par","q_par","oxygen_winkler","q_oxygen_winkler","nh4","q_nh4","no3","q_no3","no2","q_no2","po4","q_po4","sioh4","q_sioh4","poc","q_poc","pon","q_pon","spm","q_spm","ph","q_ph","chla","q_chla","phaeo","q_phaeo","pn","q_pn","delta15n","q_delta15n","pc","q_pc","delta13c","q_delta13c","cn_ratio","q_cn_ratio","date_time"
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-20 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-20 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-20 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-20 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-20 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-27 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-27 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-27 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-27 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-27 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-27 09:00:00
1,22.67,"2",38.1,"2",26.39,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-04 09:00:00
10,22.5,"2",38.13,"2",26.46,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-04 09:00:00
20,21.67,"2",38.14,"2",26.7,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-04 09:00:00
30,19.72,"2",38.14,"2",27.24,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-04 09:00:00
50,15.06,"2",38.03,"2",28.3,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-04 09:00:00
75,13.75,"2",38.08,"2",28.62,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-04 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-10 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-10 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-10 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-10 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-10 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-10 09:00:00
1,20.05,"2",38.13,"2",27.14,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-17 09:00:00
10,20,"2",38.15,"2",27.17,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-17 09:00:00
20,20.05,"2",38.15,"2",27.16,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-17 09:00:00
30,20.05,"2",38.16,"2",27.16,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-17 09:00:00
50,18.46,"2",38.09,"2",27.53,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-17 09:00:00
75,14.01,"2",38.03,"2",28.53,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-17 09:00:00
1,20.8,"2",38.16,"2",26.96,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-28 09:00:00
10,20.45,"2",38.15,"2",27.05,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-28 09:00:00
20,20.32,"2",38.15,"2",27.08,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-28 09:00:00
30,19.8,"2",38.12,"2",27.2,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-28 09:00:00
50,15.75,"2",38.13,"2",28.22,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-28 09:00:00
75,13.83,"2",38.03,"2",28.57,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-09-28 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-01 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-01 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-01 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-01 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-01 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-01 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-08 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-08 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-08 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-08 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-08 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-08 09:00:00
1,19.17,"2",37.85,"2",27.16,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-16 09:00:00
10,18.95,"2",38.17,"2",27.46,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-16 09:00:00
20,18.9,"2",38.19,"2",27.49,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-16 09:00:00
30,18.55,"2",38.21,"2",27.59,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-16 09:00:00
50,18.16,"2",38.21,"2",27.69,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-16 09:00:00
75,17.37,"2",38.23,"2",27.91,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-16 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-22 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-22 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-22 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-22 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-22 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-22 09:00:00
1,18.7,"2",38.12,"2",27.49,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-29 09:00:00
10,18.6,"2",38.12,"2",27.51,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-29 09:00:00
20,18.55,"2",38.15,"2",27.55,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-29 09:00:00
30,18.52,"2",38.14,"2",27.55,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-29 09:00:00
50,18.31,"2",38.15,"2",27.61,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-29 09:00:00
75,14.95,"2",38.11,"2",28.38,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-10-29 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-05 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-05 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-05 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-05 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-05 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-05 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-12 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-12 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-12 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-12 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-12 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-12 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-19 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-19 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-19 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-19 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-19 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-19 09:00:00
1,17.23,"2",37.94,"2",27.72,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-25 09:00:00
10,17.21,"2",37.94,"2",27.72,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-11-25 09:00:00
